species,country,sum_gsv_scaled
Gymnesigobius medits,Spain,0.556084077343645
Gymnesigobius medits,Syria,NA
Gymnesigobius medits,Tunisia,NA
Gymnesigobius medits,Turkey,0.2630833409800781
Gymnesigobius medits,Ukraine,0.6665174115354787
Gymnothorax reticularis,Albania,32.00938685764952
Gymnothorax reticularis,Algeria,11.784876441819707
Gymnothorax reticularis,Bosnia and Herzegovina,NA
Gymnothorax reticularis,Bulgaria,NA
Gymnothorax reticularis,Croatia,NA
Gymnothorax reticularis,Cyprus,NA
Gymnothorax reticularis,Egypt,NA
Gymnothorax reticularis,France,0.4100600487544381
Gymnothorax reticularis,Georgia,11.849335441312617
Gymnothorax reticularis,Greece,1.9797194369443236
Gymnothorax reticularis,Israel,NA
Gymnothorax reticularis,Italy,0.4097587848939969
Gymnothorax reticularis,Lebanon,NA
Gymnothorax reticularis,Libya,47.735273082168895
Gymnothorax reticularis,Malta,100
Gymnothorax reticularis,Monaco,NA
Gymnothorax reticularis,Montenegro,78.37094099159194
Gymnothorax reticularis,Morocco,NA
Gymnothorax reticularis,Romania,NA
Gymnothorax reticularis,Russia,NA
Gymnothorax reticularis,Slovenia,NA
Gymnothorax reticularis,Spain,NA
Gymnothorax reticularis,Syria,NA
Gymnothorax reticularis,Tunisia,NA
Gymnothorax reticularis,Turkey,NA
Gymnothorax reticularis,Ukraine,NA
Gymnothorax unicolor,Albania,NA
Gymnothorax unicolor,Algeria,10.464072835718921
Gymnothorax unicolor,Bosnia and Herzegovina,NA
Gymnothorax unicolor,Bulgaria,NA
Gymnothorax unicolor,Croatia,NA
Gymnothorax unicolor,Cyprus,NA
Gymnothorax unicolor,Egypt,NA
Gymnothorax unicolor,France,NA
Gymnothorax unicolor,Georgia,NA
Gymnothorax unicolor,Greece,10.065207436694804
Gymnothorax unicolor,Israel,NA
Gymnothorax unicolor,Italy,NA
Gymnothorax unicolor,Lebanon,100
Gymnothorax unicolor,Libya,NA
Gymnothorax unicolor,Malta,NA
Gymnothorax unicolor,Monaco,NA
Gymnothorax unicolor,Montenegro,NA
Gymnothorax unicolor,Morocco,18.353561997567557
Gymnothorax unicolor,Romania,6.280894652268765
Gymnothorax unicolor,Russia,NA
Gymnothorax unicolor,Slovenia,NA
Gymnothorax unicolor,Spain,NA
Gymnothorax unicolor,Syria,NA
Gymnothorax unicolor,Tunisia,50.35937579390117
Gymnothorax unicolor,Turkey,NA
Gymnothorax unicolor,Ukraine,NA
Gymnura altavela,Albania,NA
Gymnura altavela,Algeria,4.602068534899279
Gymnura altavela,Bosnia and Herzegovina,26.083315021885305
Gymnura altavela,Bulgaria,NA
Gymnura altavela,Croatia,5.505983987650292
Gymnura altavela,Cyprus,15.444022511040961
Gymnura altavela,Egypt,NA
Gymnura altavela,France,2.6780300494712557
Gymnura altavela,Georgia,NA
Gymnura altavela,Greece,NA
Gymnura altavela,Israel,3.3351773876221196
Gymnura altavela,Italy,3.356331261138927
Gymnura altavela,Lebanon,NA
Gymnura altavela,Libya,NA
Gymnura altavela,Malta,100
Gymnura altavela,Monaco,NA
Gymnura altavela,Montenegro,51.46352354554134
Gymnura altavela,Morocco,9.204643006934973
Gymnura altavela,Romania,NA
Gymnura altavela,Russia,NA
Gymnura altavela,Slovenia,NA
Gymnura altavela,Spain,37.421221291106974
Gymnura altavela,Syria,22.28038484716068
Gymnura altavela,Tunisia,NA
Gymnura altavela,Turkey,0.3483426726892106
Gymnura altavela,Ukraine,2.2167288513240924
Halobatrachus didactylus,Albania,100
Halobatrachus didactylus,Algeria,19.084596242395452
Halobatrachus didactylus,Bosnia and Herzegovina,81.50502595690249
Halobatrachus didactylus,Bulgaria,NA
Halobatrachus didactylus,Croatia,NA
Halobatrachus didactylus,Cyprus,NA
Halobatrachus didactylus,Egypt,5.210174678417938
Halobatrachus didactylus,France,0.8086220278500799
Halobatrachus didactylus,Georgia,19.08327194408542
Halobatrachus didactylus,Greece,NA
Halobatrachus didactylus,Israel,7.597597117741793
Halobatrachus didactylus,Italy,1.3774199476198685
Halobatrachus didactylus,Lebanon,NA
Halobatrachus didactylus,Libya,55.63554605358959
Halobatrachus didactylus,Malta,NA
Halobatrachus didactylus,Monaco,NA
Halobatrachus didactylus,Montenegro,NA
Halobatrachus didactylus,Morocco,NA
Halobatrachus didactylus,Romania,NA
Halobatrachus didactylus,Russia,NA
Halobatrachus didactylus,Slovenia,NA
Halobatrachus didactylus,Spain,40.723313757416726
Halobatrachus didactylus,Syria,35.88605596160867
Halobatrachus didactylus,Tunisia,16.32117337896765
Halobatrachus didactylus,Turkey,NA
Halobatrachus didactylus,Ukraine,NA
Halosaurus ovenii,Albania,NA
Halosaurus ovenii,Algeria,17.112069248462937
Halosaurus ovenii,Bosnia and Herzegovina,73.37878220558129
Halosaurus ovenii,Bulgaria,NA
Halosaurus ovenii,Croatia,NA
Halosaurus ovenii,Cyprus,NA
Halosaurus ovenii,Egypt,NA
Halosaurus ovenii,France,1.5208025535489134
Halosaurus ovenii,Georgia,NA
Halosaurus ovenii,Greece,37.26261691565661
Halosaurus ovenii,Israel,14.32394293470845
Halosaurus ovenii,Italy,NA
Halosaurus ovenii,Lebanon,NA
Halosaurus ovenii,Libya,100
Halosaurus ovenii,Malta,NA
Halosaurus ovenii,Monaco,NA
Halosaurus ovenii,Montenegro,NA
Halosaurus ovenii,Morocco,19.82278250993431
Halosaurus ovenii,Romania,NA
Halosaurus ovenii,Russia,NA
Halosaurus ovenii,Slovenia,NA
Halosaurus ovenii,Spain,2.0278912378174514
Halosaurus ovenii,Syria,NA
Halosaurus ovenii,Tunisia,50.861275308482334
Halosaurus ovenii,Turkey,NA
Halosaurus ovenii,Ukraine,NA
Helicolenus dactylopterus,Albania,3.6213060980176985
Helicolenus dactylopterus,Algeria,NA
Helicolenus dactylopterus,Bosnia and Herzegovina,1.81975629132552
Helicolenus dactylopterus,Bulgaria,0.6100438993854278
Helicolenus dactylopterus,Croatia,10.19311813083177
Helicolenus dactylopterus,Cyprus,2.1915845401038876
Helicolenus dactylopterus,Egypt,NA
Helicolenus dactylopterus,France,3.218416239422278
Helicolenus dactylopterus,Georgia,NA
Helicolenus dactylopterus,Greece,1.9747591810075473
Helicolenus dactylopterus,Israel,NA
Helicolenus dactylopterus,Italy,3.14821613251123
Helicolenus dactylopterus,Lebanon,5.91365126344389
Helicolenus dactylopterus,Libya,NA
Helicolenus dactylopterus,Malta,12.764872374025952
Helicolenus dactylopterus,Monaco,NA
Helicolenus dactylopterus,Montenegro,NA
Helicolenus dactylopterus,Morocco,NA
Helicolenus dactylopterus,Romania,0.7725162411743257
Helicolenus dactylopterus,Russia,0.07337187973603403
Helicolenus dactylopterus,Slovenia,NA
Helicolenus dactylopterus,Spain,100
Helicolenus dactylopterus,Syria,4.853401042683683
Helicolenus dactylopterus,Tunisia,NA
Helicolenus dactylopterus,Turkey,NA
Helicolenus dactylopterus,Ukraine,0.316751968731002
Hemiramphus far,Albania,NA
Hemiramphus far,Algeria,NA
Hemiramphus far,Bosnia and Herzegovina,NA
Hemiramphus far,Bulgaria,NA
Hemiramphus far,Croatia,11.634876200711695
Hemiramphus far,Cyprus,NA
Hemiramphus far,Egypt,NA
Hemiramphus far,France,0.3979936404715602
Hemiramphus far,Georgia,NA
Hemiramphus far,Greece,NA
Hemiramphus far,Israel,NA
Hemiramphus far,Italy,NA
Hemiramphus far,Lebanon,39.74977344875965
Hemiramphus far,Libya,NA
Hemiramphus far,Malta,NA
Hemiramphus far,Monaco,NA
Hemiramphus far,Montenegro,100
Hemiramphus far,Morocco,NA
Hemiramphus far,Romania,NA
Hemiramphus far,Russia,0.4221911229246391
Hemiramphus far,Slovenia,NA
Hemiramphus far,Spain,0.43821522892193004
Hemiramphus far,Syria,14.117147949207572
Hemiramphus far,Tunisia,9.45427463685166
Hemiramphus far,Turkey,0.3598178856374593
Hemiramphus far,Ukraine,NA
Heptranchias perlo,Albania,NA
Heptranchias perlo,Algeria,NA
Heptranchias perlo,Bosnia and Herzegovina,NA
Heptranchias perlo,Bulgaria,12.895334782025545
Heptranchias perlo,Croatia,3.8759126716789867
Heptranchias perlo,Cyprus,NA
Heptranchias perlo,Egypt,NA
Heptranchias perlo,France,27.241931528748697
Heptranchias perlo,Georgia,NA
Heptranchias perlo,Greece,100
Heptranchias perlo,Israel,NA
Heptranchias perlo,Italy,49.34412709430532
Heptranchias perlo,Lebanon,8.574439573867968
Heptranchias perlo,Libya,NA
Heptranchias perlo,Malta,38.17524731635042
Heptranchias perlo,Monaco,NA
Heptranchias perlo,Montenegro,NA
Heptranchias perlo,Morocco,3.665391048302624
Heptranchias perlo,Romania,NA
Heptranchias perlo,Russia,1.3142457251288286
Heptranchias perlo,Slovenia,NA
Heptranchias perlo,Spain,13.661646084308348
Heptranchias perlo,Syria,17.56318817910596
Heptranchias perlo,Tunisia,7.163030976805166
Heptranchias perlo,Turkey,1.2986182414549226
Heptranchias perlo,Ukraine,1.0694191879625898
Herklotsichthys punctatus,Albania,NA
Herklotsichthys punctatus,Algeria,NA
Herklotsichthys punctatus,Bosnia and Herzegovina,41.818948455418614
Herklotsichthys punctatus,Bulgaria,NA
Herklotsichthys punctatus,Croatia,8.432455289261595
Herklotsichthys punctatus,Cyprus,NA
Herklotsichthys punctatus,Egypt,NA
Herklotsichthys punctatus,France,NA
Herklotsichthys punctatus,Georgia,20.418792240742878
Herklotsichthys punctatus,Greece,NA
Herklotsichthys punctatus,Israel,5.080360664813464
Herklotsichthys punctatus,Italy,NA
Herklotsichthys punctatus,Lebanon,NA
Herklotsichthys punctatus,Libya,NA
Herklotsichthys punctatus,Malta,100
Herklotsichthys punctatus,Monaco,NA
Herklotsichthys punctatus,Montenegro,NA
Herklotsichthys punctatus,Morocco,NA
Herklotsichthys punctatus,Romania,NA
Herklotsichthys punctatus,Russia,NA
Herklotsichthys punctatus,Slovenia,15.152455750366837
Herklotsichthys punctatus,Spain,NA
Herklotsichthys punctatus,Syria,NA
Herklotsichthys punctatus,Tunisia,28.478841398686306
Herklotsichthys punctatus,Turkey,0.5692582857871457
Herklotsichthys punctatus,Ukraine,NA
Hexanchus griseus,Albania,11.195612171145267
Hexanchus griseus,Algeria,NA
Hexanchus griseus,Bosnia and Herzegovina,85.41308062241906
Hexanchus griseus,Bulgaria,6.816206339514803
Hexanchus griseus,Croatia,29.624477174475704
Hexanchus griseus,Cyprus,29.041244433083506
Hexanchus griseus,Egypt,NA
Hexanchus griseus,France,65.30856813517225
Hexanchus griseus,Georgia,NA
Hexanchus griseus,Greece,87.52294314801887
Hexanchus griseus,Israel,NA
Hexanchus griseus,Italy,80.75008400447669
Hexanchus griseus,Lebanon,NA
Hexanchus griseus,Libya,51.96781237888482
Hexanchus griseus,Malta,100
Hexanchus griseus,Monaco,NA
Hexanchus griseus,Montenegro,91.10197249964664
Hexanchus griseus,Morocco,3.225399948141915
Hexanchus griseus,Romania,NA
Hexanchus griseus,Russia,2.2997055981354206
Hexanchus griseus,Slovenia,4.9181991928283795
Hexanchus griseus,Spain,38.05383238615568
Hexanchus griseus,Syria,17.514427172603902
Hexanchus griseus,Tunisia,NA
Hexanchus griseus,Turkey,16.877203340236242
Hexanchus griseus,Ukraine,0.5839097952175878
Hexanchus nakamurai,Albania,NA
Hexanchus nakamurai,Algeria,NA
Hexanchus nakamurai,Bosnia and Herzegovina,NA
Hexanchus nakamurai,Bulgaria,NA
Hexanchus nakamurai,Croatia,NA
Hexanchus nakamurai,Cyprus,39.32325248660798
Hexanchus nakamurai,Egypt,1.6979266946260885
Hexanchus nakamurai,France,100
Hexanchus nakamurai,Georgia,NA
Hexanchus nakamurai,Greece,NA
Hexanchus nakamurai,Israel,NA
Hexanchus nakamurai,Italy,0.6209304994255267
Hexanchus nakamurai,Lebanon,NA
Hexanchus nakamurai,Libya,NA
Hexanchus nakamurai,Malta,NA
Hexanchus nakamurai,Monaco,NA
Hexanchus nakamurai,Montenegro,NA
Hexanchus nakamurai,Morocco,8.765455610489372
Hexanchus nakamurai,Romania,3.3479174184244793
Hexanchus nakamurai,Russia,NA
Hexanchus nakamurai,Slovenia,NA
Hexanchus nakamurai,Spain,2.1706616180793543
Hexanchus nakamurai,Syria,24.72315556368868
Hexanchus nakamurai,Tunisia,35.43349932765935
Hexanchus nakamurai,Turkey,NA
Hexanchus nakamurai,Ukraine,2.425452207570002
Himantura uarnak,Albania,88.7883378186558
Himantura uarnak,Algeria,12.579053196436204
Himantura uarnak,Bosnia and Herzegovina,NA
Himantura uarnak,Bulgaria,NA
Himantura uarnak,Croatia,NA
Himantura uarnak,Cyprus,51.738652957438326
Himantura uarnak,Egypt,NA
Himantura uarnak,France,1.1846674257552723
Himantura uarnak,Georgia,NA
Himantura uarnak,Greece,NA
Himantura uarnak,Israel,10.037743462172525
Himantura uarnak,Italy,0.7666571084005163
Himantura uarnak,Lebanon,NA
Himantura uarnak,Libya,55.902970637390546
Himantura uarnak,Malta,100
Himantura uarnak,Monaco,NA
Himantura uarnak,Montenegro,NA
Himantura uarnak,Morocco,NA
Himantura uarnak,Romania,NA
Himantura uarnak,Russia,NA
Himantura uarnak,Slovenia,NA
Himantura uarnak,Spain,0.6855922559754879
Himantura uarnak,Syria,NA
Himantura uarnak,Tunisia,22.370720299855634
Himantura uarnak,Turkey,67.85860377687297
Himantura uarnak,Ukraine,NA
Hippocampus fuscus,Albania,7.190692906986983
Hippocampus fuscus,Algeria,NA
Hippocampus fuscus,Bosnia and Herzegovina,3.1803979929710824
Hippocampus fuscus,Bulgaria,0.9938730697006215
Hippocampus fuscus,Croatia,NA
Hippocampus fuscus,Cyprus,NA
Hippocampus fuscus,Egypt,0.5191477012382922
Hippocampus fuscus,France,0.16072195115181656
Hippocampus fuscus,Georgia,NA
Hippocampus fuscus,Greece,0.5638657014993688
Hippocampus fuscus,Israel,1.5602768793333266
Hippocampus fuscus,Italy,0.08805839193264908
Hippocampus fuscus,Lebanon,NA
Hippocampus fuscus,Libya,NA
Hippocampus fuscus,Malta,NA
Hippocampus fuscus,Monaco,100
Hippocampus fuscus,Montenegro,NA
Hippocampus fuscus,Morocco,NA
Hippocampus fuscus,Romania,NA
Hippocampus fuscus,Russia,NA
Hippocampus fuscus,Slovenia,NA
Hippocampus fuscus,Spain,NA
Hippocampus fuscus,Syria,NA
Hippocampus fuscus,Tunisia,NA
Hippocampus fuscus,Turkey,NA
Hippocampus fuscus,Ukraine,0.4519299355272347
Hippocampus guttulatus,Albania,2.3963734996193153
Hippocampus guttulatus,Algeria,0.32980435580245693
Hippocampus guttulatus,Bosnia and Herzegovina,NA
Hippocampus guttulatus,Bulgaria,NA
Hippocampus guttulatus,Croatia,NA
Hippocampus guttulatus,Cyprus,NA
Hippocampus guttulatus,Egypt,0.15305822419484563
Hippocampus guttulatus,France,0.04755768550870867
Hippocampus guttulatus,Georgia,NA
Hippocampus guttulatus,Greece,0.1637770304386388
Hippocampus guttulatus,Israel,NA
Hippocampus guttulatus,Italy,1.2867197414055647
Hippocampus guttulatus,Lebanon,2.4023569423894964
Hippocampus guttulatus,Libya,NA
Hippocampus guttulatus,Malta,NA
Hippocampus guttulatus,Monaco,NA
Hippocampus guttulatus,Montenegro,7.923950814292841
Hippocampus guttulatus,Morocco,0.7483969203486752
Hippocampus guttulatus,Romania,100
Hippocampus guttulatus,Russia,NA
Hippocampus guttulatus,Slovenia,NA
Hippocampus guttulatus,Spain,2.8406410362794645
Hippocampus guttulatus,Syria,NA
Hippocampus guttulatus,Tunisia,0.9084319060364195
Hippocampus guttulatus,Turkey,0.037334634624597796
Hippocampus guttulatus,Ukraine,NA
Hippocampus hippocampus,Albania,NA
Hippocampus hippocampus,Algeria,2.0671740871268187
Hippocampus hippocampus,Bosnia and Herzegovina,NA
Hippocampus hippocampus,Bulgaria,NA
Hippocampus hippocampus,Croatia,NA
Hippocampus hippocampus,Cyprus,NA
Hippocampus hippocampus,Egypt,NA
Hippocampus hippocampus,France,8.874406850372132
Hippocampus hippocampus,Georgia,2.745882196658083
Hippocampus hippocampus,Greece,1.136270053484327
Hippocampus hippocampus,Israel,0.4917394620674206
Hippocampus hippocampus,Italy,1.3384780968147416
Hippocampus hippocampus,Lebanon,NA
Hippocampus hippocampus,Libya,NA
Hippocampus hippocampus,Malta,NA
Hippocampus hippocampus,Monaco,NA
Hippocampus hippocampus,Montenegro,20.79070635785362
Hippocampus hippocampus,Morocco,NA
Hippocampus hippocampus,Romania,NA
Hippocampus hippocampus,Russia,0.06848569039741045
Hippocampus hippocampus,Slovenia,2.2291913447768024
Hippocampus hippocampus,Spain,100
Hippocampus hippocampus,Syria,1.700477324128892
Hippocampus hippocampus,Tunisia,1.7088777499977144
Hippocampus hippocampus,Turkey,23.985077543836535
Hippocampus hippocampus,Ukraine,0.12762813162562886
Hirundichthys rondeletii,Albania,5.776005220470258
Hirundichthys rondeletii,Algeria,NA
Hirundichthys rondeletii,Bosnia and Herzegovina,1.877704366941553
Hirundichthys rondeletii,Bulgaria,NA
Hirundichthys rondeletii,Croatia,NA
Hirundichthys rondeletii,Cyprus,NA
Hirundichthys rondeletii,Egypt,0.6653081599202503
Hirundichthys rondeletii,France,0.07452610864858614
Hirundichthys rondeletii,Georgia,NA
Hirundichthys rondeletii,Greece,NA
Hirundichthys rondeletii,Israel,0.5629240403132275
Hirundichthys rondeletii,Italy,NA
Hirundichthys rondeletii,Lebanon,NA
Hirundichthys rondeletii,Libya,NA
Hirundichthys rondeletii,Malta,30.647325740702357
Hirundichthys rondeletii,Monaco,100
Hirundichthys rondeletii,Montenegro,NA
Hirundichthys rondeletii,Morocco,NA
Hirundichthys rondeletii,Romania,0.5155395496347996
Hirundichthys rondeletii,Russia,NA
Hirundichthys rondeletii,Slovenia,2.13134905990305
Hirundichthys rondeletii,Spain,0.12954530538480163
Hirundichthys rondeletii,Syria,NA
Hirundichthys rondeletii,Tunisia,NA
Hirundichthys rondeletii,Turkey,NA
Hirundichthys rondeletii,Ukraine,NA
Hirundichthys speculiger,Albania,96.12559002651525
Hirundichthys speculiger,Algeria,NA
Hirundichthys speculiger,Bosnia and Herzegovina,NA
Hirundichthys speculiger,Bulgaria,NA
Hirundichthys speculiger,Croatia,21.532597296707063
Hirundichthys speculiger,Cyprus,NA
Hirundichthys speculiger,Egypt,8.89357276576334
Hirundichthys speculiger,France,NA
Hirundichthys speculiger,Georgia,20.060529189101803
Hirundichthys speculiger,Greece,3.4233612545062804
Hirundichthys speculiger,Israel,NA
Hirundichthys speculiger,Italy,0.5798935907005006
Hirundichthys speculiger,Lebanon,27.012425658180124
Hirundichthys speculiger,Libya,NA
Hirundichthys speculiger,Malta,NA
Hirundichthys speculiger,Monaco,NA
Hirundichthys speculiger,Montenegro,100
Hirundichthys speculiger,Morocco,NA
Hirundichthys speculiger,Romania,NA
Hirundichthys speculiger,Russia,NA
Hirundichthys speculiger,Slovenia,NA
Hirundichthys speculiger,Spain,0.7334310856585605
Hirundichthys speculiger,Syria,68.45647900109972
Hirundichthys speculiger,Tunisia,14.913192818249088
Hirundichthys speculiger,Turkey,66.79098528837753
Hirundichthys speculiger,Ukraine,NA
Holacanthus ciliaris,Albania,NA
Holacanthus ciliaris,Algeria,NA
Holacanthus ciliaris,Bosnia and Herzegovina,NA
Holacanthus ciliaris,Bulgaria,NA
Holacanthus ciliaris,Croatia,NA
Holacanthus ciliaris,Cyprus,NA
Holacanthus ciliaris,Egypt,NA
Holacanthus ciliaris,France,0.27702502787871475
Holacanthus ciliaris,Georgia,NA
Holacanthus ciliaris,Greece,NA
Holacanthus ciliaris,Israel,4.653583389615404
Holacanthus ciliaris,Italy,0.3547723409131849
Holacanthus ciliaris,Lebanon,8.079009465472904
Holacanthus ciliaris,Libya,NA
Holacanthus ciliaris,Malta,100
Holacanthus ciliaris,Monaco,NA
Holacanthus ciliaris,Montenegro,NA
Holacanthus ciliaris,Morocco,3.75596662632209
Holacanthus ciliaris,Romania,3.224228438447687
Holacanthus ciliaris,Russia,NA
Holacanthus ciliaris,Slovenia,NA
Holacanthus ciliaris,Spain,NA
Holacanthus ciliaris,Syria,14.852643589356063
Holacanthus ciliaris,Tunisia,7.384539009311454
Holacanthus ciliaris,Turkey,0.26033407812539483
Holacanthus ciliaris,Ukraine,NA
Hoplostethus mediterraneus,Albania,39.71677998824364
Hoplostethus mediterraneus,Algeria,NA
Hoplostethus mediterraneus,Bosnia and Herzegovina,NA
Hoplostethus mediterraneus,Bulgaria,16.892092846049007
Hoplostethus mediterraneus,Croatia,11.077268268574182
Hoplostethus mediterraneus,Cyprus,NA
Hoplostethus mediterraneus,Egypt,NA
Hoplostethus mediterraneus,France,0.6715230170881932
Hoplostethus mediterraneus,Georgia,NA
Hoplostethus mediterraneus,Greece,4.097836066788851
Hoplostethus mediterraneus,Israel,NA
Hoplostethus mediterraneus,Italy,NA
Hoplostethus mediterraneus,Lebanon,20.93723662542299
Hoplostethus mediterraneus,Libya,NA
Hoplostethus mediterraneus,Malta,100
Hoplostethus mediterraneus,Monaco,NA
Hoplostethus mediterraneus,Montenegro,NA
Hoplostethus mediterraneus,Morocco,11.40653987238055
Hoplostethus mediterraneus,Romania,NA
Hoplostethus mediterraneus,Russia,2.4821236743375215
Hoplostethus mediterraneus,Slovenia,NA
Hoplostethus mediterraneus,Spain,NA
Hoplostethus mediterraneus,Syria,NA
Hoplostethus mediterraneus,Tunisia,18.7681440480201
Hoplostethus mediterraneus,Turkey,NA
Hoplostethus mediterraneus,Ukraine,5.52143474252165
Huso huso,Albania,0.8753208352098868
Huso huso,Algeria,0.2354987017435602
Huso huso,Bosnia and Herzegovina,0.4976094452167955
Huso huso,Bulgaria,59.43108485460239
Huso huso,Croatia,4.0846387300827285
Huso huso,Cyprus,1.7383380562310795
Huso huso,Egypt,0.28869868364394285
Huso huso,France,9.944916731174393
Huso huso,Georgia,12.927345015982757
Huso huso,Greece,13.892325912939683
Huso huso,Israel,85.33574011351298
Huso huso,Italy,6.876218219902467
Huso huso,Lebanon,0.3435690752018856
Huso huso,Libya,2.743933814701003
Huso huso,Malta,3.9470985445645597
Huso huso,Monaco,NA
Huso huso,Montenegro,1.195069687669853
Huso huso,Morocco,0.393971323972327
Huso huso,Romania,48.1529882934489
Huso huso,Russia,100
Huso huso,Slovenia,0.3507451742098513
Huso huso,Spain,13.612630358056514
Huso huso,Syria,NA
Huso huso,Tunisia,1.1996824898305085
Huso huso,Turkey,6.4352962715653605
Huso huso,Ukraine,66.5210818963988
Hygophum benoiti,Albania,NA
Hygophum benoiti,Algeria,19.57525304410615
Hygophum benoiti,Bosnia and Herzegovina,44.116958462077896
Hygophum benoiti,Bulgaria,NA
Hygophum benoiti,Croatia,15.081847420027241
Hygophum benoiti,Cyprus,NA
Hygophum benoiti,Egypt,NA
Hygophum benoiti,France,1.0381161131367922
Hygophum benoiti,Georgia,45.17974937788447
Hygophum benoiti,Greece,NA
Hygophum benoiti,Israel,NA
Hygophum benoiti,Italy,4.138328917926472
Hygophum benoiti,Lebanon,NA
Hygophum benoiti,Libya,NA
Hygophum benoiti,Malta,NA
Hygophum benoiti,Monaco,NA
Hygophum benoiti,Montenegro,100
Hygophum benoiti,Morocco,NA
Hygophum benoiti,Romania,NA
Hygophum benoiti,Russia,NA
Hygophum benoiti,Slovenia,30.969423332739183
Hygophum benoiti,Spain,1.4776423414354347
Hygophum benoiti,Syria,NA
Hygophum benoiti,Tunisia,NA
Hygophum benoiti,Turkey,NA
Hygophum benoiti,Ukraine,5.066987798139068
Hygophum hygomii,Albania,4.21798068082846
Hygophum hygomii,Algeria,0.9057977790502653
Hygophum hygomii,Bosnia and Herzegovina,NA
Hygophum hygomii,Bulgaria,1.0036369156845846
Hygophum hygomii,Croatia,NA
Hygophum hygomii,Cyprus,NA
Hygophum hygomii,Egypt,NA
Hygophum hygomii,France,NA
Hygophum hygomii,Georgia,NA
Hygophum hygomii,Greece,NA
Hygophum hygomii,Israel,0.5165306570724423
Hygophum hygomii,Italy,NA
Hygophum hygomii,Lebanon,NA
Hygophum hygomii,Libya,NA
Hygophum hygomii,Malta,NA
Hygophum hygomii,Monaco,100
Hygophum hygomii,Montenegro,26.415655188346935
Hygophum hygomii,Morocco,NA
Hygophum hygomii,Romania,NA
Hygophum hygomii,Russia,NA
Hygophum hygomii,Slovenia,NA
Hygophum hygomii,Spain,0.11863140945263431
Hygophum hygomii,Syria,NA
Hygophum hygomii,Tunisia,1.1868576504238986
Hygophum hygomii,Turkey,0.15091397209640295
Hygophum hygomii,Ukraine,0.34314996589126995
Hymenocephalus italicus,Albania,40.59610212038696
Hymenocephalus italicus,Algeria,NA
Hymenocephalus italicus,Bosnia and Herzegovina,17.124035014392437
Hymenocephalus italicus,Bulgaria,7.058688942063447
Hymenocephalus italicus,Croatia,NA
Hymenocephalus italicus,Cyprus,NA
Hymenocephalus italicus,Egypt,NA
Hymenocephalus italicus,France,NA
Hymenocephalus italicus,Georgia,NA
Hymenocephalus italicus,Greece,NA
Hymenocephalus italicus,Israel,NA
Hymenocephalus italicus,Italy,1.0820831369360748
Hymenocephalus italicus,Lebanon,NA
Hymenocephalus italicus,Libya,83.82425769524838
Hymenocephalus italicus,Malta,100
Hymenocephalus italicus,Monaco,NA
Hymenocephalus italicus,Montenegro,NA
Hymenocephalus italicus,Morocco,NA
Hymenocephalus italicus,Romania,NA
Hymenocephalus italicus,Russia,0.9457013008491459
Hymenocephalus italicus,Slovenia,16.83854972781247
Hymenocephalus italicus,Spain,0.4870474581441896
Hymenocephalus italicus,Syria,14.386789073875054
Hymenocephalus italicus,Tunisia,NA
Hymenocephalus italicus,Turkey,NA
Hymenocephalus italicus,Ukraine,NA
Hyperoglyphe perciformis,Albania,NA
Hyperoglyphe perciformis,Algeria,1.2021894880454445
Hyperoglyphe perciformis,Bosnia and Herzegovina,NA
Hyperoglyphe perciformis,Bulgaria,0.6824044350179266
Hyperoglyphe perciformis,Croatia,NA
Hyperoglyphe perciformis,Cyprus,NA
Hyperoglyphe perciformis,Egypt,NA
Hyperoglyphe perciformis,France,NA
Hyperoglyphe perciformis,Georgia,2.868494789052301
Hyperoglyphe perciformis,Greece,0.39695115035976136
Hyperoglyphe perciformis,Israel,0.3612456515279777
Hyperoglyphe perciformis,Italy,NA
Hyperoglyphe perciformis,Lebanon,2.7493626260914845
Hyperoglyphe perciformis,Libya,NA
Hyperoglyphe perciformis,Malta,36.004648950324054
Hyperoglyphe perciformis,Monaco,100
Hyperoglyphe perciformis,Montenegro,NA
Hyperoglyphe perciformis,Morocco,NA
Hyperoglyphe perciformis,Romania,0.4043888366731364
Hyperoglyphe perciformis,Russia,NA
Hyperoglyphe perciformis,Slovenia,1.6526922189081847
Hyperoglyphe perciformis,Spain,0.08907650421868636
Hyperoglyphe perciformis,Syria,NA
Hyperoglyphe perciformis,Tunisia,1.0971827300431523
Hyperoglyphe perciformis,Turkey,NA
Hyperoglyphe perciformis,Ukraine,NA
Hypleurochilus bananensis,Albania,35.37960743413094
Hypleurochilus bananensis,Algeria,4.970213152684181
Hypleurochilus bananensis,Bosnia and Herzegovina,NA
Hypleurochilus bananensis,Bulgaria,NA
Hypleurochilus bananensis,Croatia,6.598419813170079
Hypleurochilus bananensis,Cyprus,100
Hypleurochilus bananensis,Egypt,NA
Hypleurochilus bananensis,France,NA
Hypleurochilus bananensis,Georgia,NA
Hypleurochilus bananensis,Greece,NA
Hypleurochilus bananensis,Israel,NA
Hypleurochilus bananensis,Italy,NA
Hypleurochilus bananensis,Lebanon,NA
Hypleurochilus bananensis,Libya,51.482041683206745
Hypleurochilus bananensis,Malta,76.66772663135588
Hypleurochilus bananensis,Monaco,NA
Hypleurochilus bananensis,Montenegro,32.20000216358833
Hypleurochilus bananensis,Morocco,9.241995117897341
